Propossal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,ORCID ID,Research Body,Research Body ROR ID,Funder Name,Funder ROR ID,Propossal title,Start Date,End Date,Current Total Commitment,Discipline
GOIPD/2024/295,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Alexis Delamare,https://orcid.org/0000-0001-9737-4540,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,The Role of Desire in the Experience of Value: A Defense of Axiological Conativism,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/299,Government of Ireland Postdoctoral Fellowship (GOIPD),,,David Byrne,https://orcid.org/0000000205874677,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Research Ireland,https://ror.org/010t7sr36,"Assessing Patient Reported Outcome Measures using Invariance, Stability and Equivalence Analysis: The “PROMISE” study of Network Analysis Methods",01/09/2024,31/08/2026,"€120,863.00",AHSS
GOIPD/2024/302,Government of Ireland Postdoctoral Fellowship (GOIPD),,,BINDUJA MOHAN,https://orcid.org/0000000190265667,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,"Design and development of self-assembled supramolecular structures and functional materials from amino-1,8-naphthalimide Tröger’s bases and study of their biological and material applications",01/10/2024,30/09/2026,"€112,987.00",STEM
GOIPD/2024/305,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Laura Díaz Casado,https://orcid.org/0000-0003-0333-8624,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,Inhibitors of antimicrobial resistance transmission based on G-quadruplex present in plasmids,02/09/2024,30/09/2025,"€112,987.00",STEM
GOIPD/2024/31,Government of Ireland Postdoctoral Fellowship (GOIPD),,,ELLIOTT MILLS,https://orcid.org/0000000162355198,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Flann O'Brien and His Media: Writing in Mid-Twentieth Century Ireland,01/09/2024,31/08/2025,"€55,396.00",AHSS
GOIPD/2024/331,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Laura Kane,https://orcid.org/0000000291076240,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,The role of cystic lesions in patient risk stratification and in driving the development of pancreatic cancer,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/342,Government of Ireland Postdoctoral Fellowship (GOIPD),,,George Rayson,https://orcid.org/0009000263428023,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Dante's hapax legomena in the 'Commedia': A Study of Poetic Singularity,01/09/2024,28/02/2026,"€55,396.00",AHSS
GOIPD/2024/356,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Lewis Defrates,https://orcid.org/0000000167283939,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,"American Overseas Nationals During Wartime, 1895-1941",02/09/2024,01/09/2026,"€112,987.00",AHSS
GOIPD/2024/358,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Anh Quan Nguyen,https://orcid.org/0009000744596239,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,"The Agency, Emotions and Language of Climate Activism",01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/366,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Christian Henkel,https://orcid.org/0000000289813715,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Émilie Du Châtelet’s Theory of Causation and Laws of Nature,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/381,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Fereshteh Ildarabadi,https://orcid.org/0000000251967823,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,Optimised Design of Tuneable Dot Platforms for Advanced Valleytronics,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/395,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Ayse Ozcan Atar,https://orcid.org/0009000832524526,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,"Innovative Single Chip Optical Transmitter Enabled by New, Vertically Stacked, Laser and Modulator, High Performance, Single Integrated module - VMode",01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/399,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Alastair Daly,https://orcid.org/0000-0002-3738-164X,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Epic Humour and Making Homer New: The Influence of Comic Literature and the Confluence of Genres in Apollonius' Argonautica,01/09/2024,31/08/2025,"€55,396.00",AHSS
GOIPD/2024/416,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Grace Nolan,https://orcid.org/0000000256893894,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Assessing Public Perceptions and Knowledge of Irish Biodiversity,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/422,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Gürkan Çapar,https://orcid.org/0000-0002-7381-1061,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,The Legitimacy of International Authorities: A Reason-Based Approach,02/09/2024,01/09/2025,"€55,396.00",AHSS
GOIPD/2024/432,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Semu Arayaselassie Abebe,https://orcid.org/0000000329937502,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Inter-patch connectivity among plant meta-communities and structural dynamics of relict patches in northern Ethiopia,05/09/2024,04/09/2026,"€112,987.00",STEM
GOIPD/2024/433,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Lily Ní Dhomhnaill,https://orcid.org/0000000244131948,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,Live Poetic Historiography: Performance and Documentary Poetics,02/09/2024,01/09/2026,"€112,987.00",AHSS
GOIPD/2024/460,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Sara Esteves,https://orcid.org/0000-0002-4165-5949,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,FELLA project: agri-Food wastE valorisation using microaLgae for medicinaL pufA production,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/463,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Danny Shanahan,https://orcid.org/0000000202405939,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Disturbed Areas: Literature and Emergency Law in Kashmir and Northern Ireland,01/09/2024,31/08/2025,"€55,396.00",AHSS
GOIPD/2024/475,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Dyuti Chakravarty,https://orcid.org/0000000335494269,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Trajectories and Experiences of Reproductive and Maternal Healthcare for migrant and other racialised women and pregnant people in Ireland,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/488,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Silvia Ivani,https://orcid.org/0000-0003-0985-9949,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Challenges in public engagement and science communication: The philosophy of fruitful interactions,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/490,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Geraldine Brassil,https://orcid.org/0000-0003-1157-044X,Mary Immaculate College,https://ror.org/009q3yg92,Research Ireland,https://ror.org/010t7sr36,Irish Women Writers and the Nineteenth-Century Press in Ireland and England.,01/09/2024,31/08/2025,"€55,396.00",AHSS
GOIPD/2024/502,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Matthew Hilborn,https://orcid.org/0000000159152955,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,"The Spanish Romantic Comedy post-1980: Passion, Pleasure, Politics and Play",01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/504,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Varun Ranade,https://orcid.org/0000000232563604,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Memristors for energy efficient AI,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/578,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Sandhya Kapurwan,https://orcid.org/0000-0002-1571-0713,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Magnetic Interfacial Devices,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/588,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Sandeep Somvanshi,https://orcid.org/0000000322672724,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,Magneto-Plasmonic Nanorods for Surface Enhanced Raman Spectro-Microscopy (SERM) based Multimodal Cancer Theranostics (NANOSERM),01/10/2024,30/09/2026,"€112,987.00",STEM
GOIPD/2024/591,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Renata Camargo Asprino Pereira,https://orcid.org/0000-0003-1179-3053,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,BIOCARB-Atlantica: Biodiversity Integration & Observation for Carbon Assessment in the Brazilian Atlantic Rainforest,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/594,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Maryam Karimijafari,https://orcid.org/0000000160119909,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,"Recyclable, Biological Piezoelectric Materials for Energy Harvesting from Ambient Vibrations (REVOLUTION)",01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/598,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Jemima Hodgkinson,https://orcid.org/0000000219533195,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,"Cultural Engagement in the Black Press of New York and Paris, 1919-32",01/09/2024,31/08/2025,"€55,396.00",AHSS
GOIPD/2024/600,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Ankita Bora,https://orcid.org/0009000006911188,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,Development of Alkali Metal-based Copper Chalcogenide Nanocrystals for Energy Conversion Application,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/611,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Ramesh Golla,https://orcid.org/0000000259681360,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Asymmetric synthesis and applications of P-stereogenic compounds,01/10/2024,14/10/2026,"€112,987.00",STEM
GOIPD/2024/612,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Nicole Todd,https://orcid.org/0000-0001-5244-3549,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,"Porpoises, PAM, and perspectives for conservation and management.",01/09/2024,31/08/2025,"€55,396.00",STEM
GOIPD/2024/631,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Carolann Madden,https://orcid.org/0000-0003-0494-6680,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,"Scenes from the West: Archiving and Interpreting the West of Ireland Through Early Home Movies, 1930-1970",02/09/2024,01/09/2026,"€112,987.00",AHSS
GOIPD/2024/636,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Aurora Moxon,https://orcid.org/0000000330703543,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Mountain Mobilities: Cultural Renewal in the Aspromonte,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/670,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Orlaith Darling,https://orcid.org/0000-0001-6886-7530,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Ignorance and bliss: Higher education and mental ill health in contemporary literature,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/671,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Daniel Carey,https://orcid.org/0000-0003-0375-2593,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,The Standard: Ideological Cornerstone of Catholic Ireland,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/676,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Silvia Maria Gimenez Santamarina,https://orcid.org/0000-0001-8021-4348,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Computational design of Gadolinium-based paramagnetic contrast agents,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/678,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Jonathan Schiesaro,https://orcid.org/0000000307707802,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Florence and the Forgotten Epigones.  Reshaping Family Memory in the Age of Grand Dukes,01/09/2024,31/08/2027,"€112,987.00",AHSS
GOIPD/2024/691,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Sam Rumé,https://orcid.org/0000000243744048,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Ecuador tramlines: An ethnography of contested sustainable performativities in small cities,01/09/2024,31/10/2025,"€55,396.00",AHSS
GOIPD/2024/701,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Aisling Walsh,https://orcid.org/0000-0002-4653-509X,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,"Healing the Body-Territory: The Theory and Practice of Embodied, Decolonial and Feminist Pedagogies in Wounded Territories",01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/709,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Rhona Jamieson,https://orcid.org/000000026287303X,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,The Far Right and the Future: The Narratives of NeoReaction,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/717,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Pongsiri Kuresangsai,https://orcid.org/0000000268841506,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Smart-fluid-controlled compliant mechanisms for nano-manipulation,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/721,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Catherine Baker,https://orcid.org/0000000338380937,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,"Fake Science: Investigating the Role of Biological-Essentialist Pseudoscience in Far Right, Male Supremacist and Anti-Trans Disinformation Online.",01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/738,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Tom Spalding,https://orcid.org/0000000223835225,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,"A Social History of Munster’s Street Furniture: Heritage, Oral History and Place-making",01/09/2024,05/01/2025,"€112,987.00",AHSS
GOIPD/2024/740,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Hannah Prendeville,https://orcid.org/0000000337314372,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,Restoring NK cell responses by delivering immunotherapy through an actuatable reservoir to treat Ovarian Cancer,01/09/2024,15/09/2026,"€112,987.00",STEM
GOIPD/2024/764,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Carline Klijnman,https://orcid.org/0000000306465522,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,When Citizens Don’t Know Whom to Believe: Failures in the Testimonial Exchange of Political Information and Its Implications for Epistemic Democracy,01/09/2024,31/08/2025,"€55,396.00",AHSS
GOIPD/2024/77,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Emiliano Matos Perdomo,https://orcid.org/0000-0001-9783-3591,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,Exploring the genome stability of a critical  human locus by precision chromosome engineering,01/09/2024,30/11/2026,"€112,987.00",STEM
GOIPD/2024/774,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Seyed Hadi Badri,https://orcid.org/0000000322956276,Munster Technological University (MTU),https://ror.org/013xpqh61,Research Ireland,https://ror.org/010t7sr36,Smartphone-Enabled Absorption Spectrometer with Pixelated Meta-mirror for Point-of-Care Applications,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/783,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Michelle Bergin,https://orcid.org/0000-0002-1605-2644,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Making space for play in Irish schoolyards: Analysing existing compliance with play rights recommendations and developing case study exemplars.,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/790,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Jizhong Meng,https://orcid.org/0009000876308980,Teagasc,https://ror.org/03sx84n71,Research Ireland,https://ror.org/010t7sr36,Empowering Organic Farming through Innovative Bipolar Membrane Electrodialysis for Organic Fertiliser Production,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/792,Government of Ireland Postdoctoral Fellowship (GOIPD),,,ANDRES FELIPE QUINTERO JAIME,https://orcid.org/0000-0003-2447-9872,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,"A Biphasic (Photo)electrochemical Platform to Regenerate the Redox Cofactors NADH and NAD+ to Enable the Use of NADH/NAD+-dependent Enzymatic Biocatalysts at Scale, Economically, and with an Enhanced Turnover Frequency",01/12/2024,30/11/2026,"€112,987.00",STEM
GOIPD/2024/809,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Yu Yang Lin Hou,https://orcid.org/0000-0001-5783-9454,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Equivalence Verification for Privacy in Erlang,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/811,Government of Ireland Postdoctoral Fellowship (GOIPD),,,yinghao li,https://orcid.org/0000000195848159,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Microfluidic-Assisted Construction of Polymer-Based Artificial Viruses for the Treatment of Recessive Dystrophic Epidermolysis Bullosa (RDEB),01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/825,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Sara Natalia Moya Betancourt,https://orcid.org/0000000331420326,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,Photoelectrocatalytic CO2 reduction at polarised liquid|liquid interfaces functionalised with metallic nanofilms,01/10/2024,30/09/2026,"€112,987.00",STEM
GOIPD/2024/826,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Megan Vine,https://orcid.org/0000-0001-5155-0035,University of Limerick (UL),https://ror.org/00a0n9e72,Research Ireland,https://ror.org/010t7sr36,Evaluation of Women’s Sheds in Ireland: A Participatory and Ecological Approach,01/09/2024,31/05/2027,"€112,987.00",AHSS
GOIPD/2024/832,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Xianqing Wang,https://orcid.org/0000000287023859,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Non-viral gene therapy for recessive dystrophic epidermolysis bullosa (RDEB): precise correction of pathogenic mutations in COL7A1 using base editing,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/833,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Jasmim Sedie Drigo,https://orcid.org/0009000370212674,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,Latinisation of Irish: loanwords in the Old Irish glosses,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2024/840,Government of Ireland Postdoctoral Fellowship (GOIPD),,,RANA CHATTERJEE,https://orcid.org/0000000342472084,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Photochemical Continuous Flow Synthesis of Hetero[n]helicenes to Explore their Intriguing Properties and Applications,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/854,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Richard John Fitzpatrick,https://orcid.org/0000000304222762,Maynooth University (MU),https://ror.org/048nfjm95,Research Ireland,https://ror.org/010t7sr36,"The Irish in Tenerife Project: an early modern merchant community navigating the cusp of legality and change within the Atlantic world, c.1739-c.1742",02/09/2024,01/09/2026,"€112,987.00",AHSS
GOIPD/2024/869,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Jia Ge,https://orcid.org/0000-0001-5702-6015,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Artificial intelligence empowered ultra-precision manufacturing of bioimplant,01/09/2024,31/08/2026,"€112,987.00",STEM
GOIPD/2024/870,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Kieran Mohr,https://orcid.org/0000000261657810,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Novel paradigms exploiting the geometry of cortical folding patterns to improve signal measurement in electroencephalography,01/09/2024,31/08/2026,"€112,987.00",AHSS
GOIPD/2025/1020,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Alex Gibney,https://orcid.org/0000000185418796,Dublin City University (DCU),https://ror.org/04a1a1e81,Research Ireland,https://ror.org/010t7sr36,Development of Holliday Junction Degraders as a New Class of Therapeutics for Treatment of ALT Positive Cancers,01/09/2025,31/08/2027,"€134,149.07",STEM
GOIPD/2025/1031,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Martin Moucheron,https://orcid.org/0000000172054735,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Life in the old dog yet: a multimethod reassessment of endangered Mesolithic sites in Ireland,01/09/2025,31/08/2027,"€134,149.07",AHSS
GOIPD/2025/1042,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Elisabeth O'Flaherty,https://orcid.org/0000000190565790,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Using Bifidobacterium to improve iron absorption – a novel approach for the prevention of anaemia,01/09/2025,31/08/2027,"€134,149.07",STEM
GOIPD/2025/1068,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Tim Jähnichen,https://orcid.org/0000-0002-3795-8453,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Synthesis of Novel Heteroatom-doped Graphitic Carbon Nitride Z-scheme Semiconductors for Photocatalytic Degradation of Per- and Polyfluoroalkyl Substances,01/09/2025,31/08/2027,"€134,149.07",STEM
GOIPD/2025/1069,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Mórna O'Connor,https://orcid.org/0000000179535128,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,Incongruous afterlives? A theoretical and empirical examination of the pursuit of fidelity to the dead in the modern Digital Afterlife Industry.,01/09/2025,31/08/2027,"€134,149.07",AHSS
GOIPD/2025/1075,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Yushu Geng,https://orcid.org/0000000242588119,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,The Discovery of Childhood Sexuality in Early Twentieth-Century China,01/09/2025,31/08/2027,"€134,149.07",AHSS
GOIPD/2025/1089,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Cristina Bauset Pastor,https://orcid.org/0000000296990285,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Investigating epigenetic mechanisms regulating inflammatory responses in intestinal fibroblasts,01/09/2025,31/08/2027,"€134,149.07",STEM
GOIPD/2025/1092,Government of Ireland Postdoctoral Fellowship (GOIPD),,,SAJJAN SAJJAN,https://orcid.org/0000-0002-6816-3944,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Ab Initio Spin-Transfer Torques in 2D Altermagnetic Tunnel Junctions,01/09/2025,31/08/2027,"€134,149.07",STEM
GOIPD/2025/1104,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Rachel Lamerton,https://orcid.org/0000000289317279,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Research Ireland,https://ror.org/010t7sr36,Exploring suPAR’s Early Elevation in Sepsis and Its Role in Binding to Integrin ?V?3 on Endothelial Cells to  Amplify Host Dysregulation and Drive Life-Threatening Outcomes.,01/09/2025,31/08/2027,"€134,149.07",STEM
GOIPD/2025/1111,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Jordi Pinero,https://orcid.org/0000-0002-4183-3733,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Statistical Physics of Cell Regulation,01/09/2025,31/08/2027,"€134,149.07",STEM
GOIPD/2025/1135,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Andrea Doda,https://orcid.org/0009000871751158,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,"Homer's Secret Art: Metre, Neuroscience, and Compositional Techniques",01/09/2025,31/08/2027,"€134,149.07",AHSS
GOIPD/2025/1159,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Muhammad Zubair,https://orcid.org/0000000326949364,University of Galway,https://ror.org/03bea9k73,Research Ireland,https://ror.org/010t7sr36,Early-Stage Parkinson's Disease Classification Using Multimodal Brain Imaging Techniques (ESPaC-MBIT),01/03/2026,29/02/2028,"€134,733.46",STEM
GOIPD/2025/1162,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Annabel Hancock,https://orcid.org/0000-0002-1864-1629,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,"The economic and social impacts of slavery and slave trading in medieval Catalonia, 1200-1400.",01/09/2025,31/08/2027,"€134,149.07",AHSS
GOIPD/2025/1166,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Nasrin Khandoker,https://orcid.org/0000-0001-7062-1898,University College Cork (UCC),https://ror.org/03265fv13,Research Ireland,https://ror.org/010t7sr36,"Betrayal, Belonging and Bordering: Affective Engagement of Digital Activism among Bangladeshi Exiles",01/09/2025,31/08/2027,"€134,149.07",AHSS
GOIPD/2025/1173,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Goksu Yamac,https://orcid.org/0000000280894483,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Research Ireland,https://ror.org/010t7sr36,Adaptive Edge Rendering with Dynamic Resource Allocation for MR in 6G,01/09/2025,31/08/2027,"€134,149.07",AHSS
GOIPD/2025/1176,Government of Ireland Postdoctoral Fellowship (GOIPD),,,Guy Eyre,https://orcid.org/0000000299872962,University College Dublin (UCD),https://ror.org/05m7pjf47,Research Ireland,https://ror.org/010t7sr36,Repression Effect and the Politics of Emotion: Islamist Social Movements Amidst the “Arab Winter”,01/09/2025,31/08/2027,"€134,149.07",AHSS
GOIPD/2025/1189,Government of Ireland Postdoctoral Fellowship (GOIPD),,,James Larkin,https://orcid.org/0000000343395623,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Research Ireland,https://ror.org/010t7sr36,INdustry Partnerships with Healthcare Organisations (INPHO): Understanding their role and how they are restricted,01/09/2025,31/08/2027,"€134,149.07",AHSS
